WorkerID 	 TimeReceived 	  ParticipantIP 	 Controller 	 Item 	 Element 	 Type 	 Group 	 WordNumber 	 Word 	 ReadingTime 	 Newline 	 Sentence 
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	Form	1	0	instructions	NULL	worker_id	jkhkj
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	Form	1	0	instructions	NULL	consent	yes
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	Form	1	0	instructions	NULL	_REACTION_TIME_	6476
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	4	0	practice1	NULL	1	Someone	591	False	Someone wanted me to go to the movies last night.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	4	0	practice1	NULL	2	wanted	488	False	Someone wanted me to go to the movies last night.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	4	0	practice1	NULL	3	me	367	False	Someone wanted me to go to the movies last night.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	4	0	practice1	NULL	4	to go	363	False	Someone wanted me to go to the movies last night.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	4	0	practice1	NULL	5	to	413	False	Someone wanted me to go to the movies last night.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	4	0	practice1	NULL	6	the movies	672	False	Someone wanted me to go to the movies last night.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	4	0	practice1	NULL	7	last night.	688	False	Someone wanted me to go to the movies last night.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	5	0	practice2	NULL	1	I	487	False	I discovered that citizens signed petitions against fracking.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	5	0	practice2	NULL	2	discovered	1161	False	I discovered that citizens signed petitions against fracking.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	5	0	practice2	NULL	3	that	536	False	I discovered that citizens signed petitions against fracking.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	5	0	practice2	NULL	4	citizens	351	False	I discovered that citizens signed petitions against fracking.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	5	0	practice2	NULL	5	signed	449	False	I discovered that citizens signed petitions against fracking.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	5	0	practice2	NULL	6	petitions	440	False	I discovered that citizens signed petitions against fracking.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	5	0	practice2	NULL	7	against fracking.	904	False	I discovered that citizens signed petitions against fracking.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	Question	5	1	practice2	NULL	[Comprehension Question]: Did the citizens oppose the petitions against fracking?	False	1	4599
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	6	0	practice3	NULL	1	She	418	False	She wanted to give her dog fried chicken yesterday.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	6	0	practice3	NULL	2	wanted	351	False	She wanted to give her dog fried chicken yesterday.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	6	0	practice3	NULL	3	to	304	False	She wanted to give her dog fried chicken yesterday.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	6	0	practice3	NULL	4	give	327	False	She wanted to give her dog fried chicken yesterday.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	6	0	practice3	NULL	5	her dog	329	False	She wanted to give her dog fried chicken yesterday.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	6	0	practice3	NULL	6	fried chicken	310	False	She wanted to give her dog fried chicken yesterday.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	6	0	practice3	NULL	7	yesterday.	745	False	She wanted to give her dog fried chicken yesterday.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	Form	2	0	begin	NULL	_REACTION_TIME_	3832
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	31	0	block9-HH-List1	NULL	1	They	343	False	They failed to tow the car during the storm.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	31	0	block9-HH-List1	NULL	2	failed	290	False	They failed to tow the car during the storm.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	31	0	block9-HH-List1	NULL	3	to	328	False	They failed to tow the car during the storm.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	31	0	block9-HH-List1	NULL	4	tow	296	False	They failed to tow the car during the storm.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	31	0	block9-HH-List1	NULL	5	the car	390	False	They failed to tow the car during the storm.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	31	0	block9-HH-List1	NULL	6	during	346	False	They failed to tow the car during the storm.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	31	0	block9-HH-List1	NULL	7	the storm.	358	False	They failed to tow the car during the storm.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	33	0	block9-fillerQ-List1	NULL	1	Someone	343	False	Someone hit a car with her scooter yesterday.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	33	0	block9-fillerQ-List1	NULL	2	hit	297	False	Someone hit a car with her scooter yesterday.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	33	0	block9-fillerQ-List1	NULL	3	a car	367	False	Someone hit a car with her scooter yesterday.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	33	0	block9-fillerQ-List1	NULL	4	with	288	False	Someone hit a car with her scooter yesterday.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	33	0	block9-fillerQ-List1	NULL	5	her	311	False	Someone hit a car with her scooter yesterday.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	33	0	block9-fillerQ-List1	NULL	6	scooter	521	False	Someone hit a car with her scooter yesterday.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	33	0	block9-fillerQ-List1	NULL	7	yesterday.	616	False	Someone hit a car with her scooter yesterday.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	Question	33	1	block9-fillerQ-List1	NULL	Someone probably lost control of her vehicle.	False	0	5479
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	32	0	block9-filler-List1	NULL	1	We	368	False	We went on strike after trying to negotiate.
jkhkj	1527811933	f2d6b53bf6ab01e637beec001f0614b1	DashedSentence	32	0	block9-filler-List1	NULL	2	went on	383	False	We went on strike after trying to negotiate.
