WorkerID 	 TimeReceived 	  ParticipantIP 	 Controller 	 Item 	 Element 	 Type 	 Group 	 WordNumber 	 Word 	 ReadingTime 	 Newline 	 Sentence 
A3U21PUMQ6NGT2	1527857007	b167fc20d40f2903efaf9186ecf9675d	Form	1	0	instructions	NULL	worker_id	A3U21PUMQ6NGT2
A3U21PUMQ6NGT2	1527857007	b167fc20d40f2903efaf9186ecf9675d	Form	1	0	instructions	NULL	consent	yes
A3U21PUMQ6NGT2	1527857007	b167fc20d40f2903efaf9186ecf9675d	Form	1	0	instructions	NULL	_REACTION_TIME_	9608
A3U21PUMQ6NGT2	1527857007	b167fc20d40f2903efaf9186ecf9675d	DashedSentence	4	0	practice1	NULL	1	Someone	405	False	Someone wanted me to go to the movies last night.
A3U21PUMQ6NGT2	1527857007	b167fc20d40f2903efaf9186ecf9675d	DashedSentence	4	0	practice1	NULL	2	wanted	340	False	Someone wanted me to go to the movies last night.
A3U21PUMQ6NGT2	1527857007	b167fc20d40f2903efaf9186ecf9675d	DashedSentence	4	0	practice1	NULL	3	me	291	False	Someone wanted me to go to the movies last night.
A3U21PUMQ6NGT2	1527857007	b167fc20d40f2903efaf9186ecf9675d	DashedSentence	4	0	practice1	NULL	4	to go	327	False	Someone wanted me to go to the movies last night.
A3U21PUMQ6NGT2	1527857007	b167fc20d40f2903efaf9186ecf9675d	DashedSentence	4	0	practice1	NULL	5	to	277	False	Someone wanted me to go to the movies last night.
A3U21PUMQ6NGT2	1527857007	b167fc20d40f2903efaf9186ecf9675d	DashedSentence	4	0	practice1	NULL	6	the movies	331	False	Someone wanted me to go to the movies last night.
A3U21PUMQ6NGT2	1527857007	b167fc20d40f2903efaf9186ecf9675d	DashedSentence	4	0	practice1	NULL	7	last night.	392	False	Someone wanted me to go to the movies last night.
A3U21PUMQ6NGT2	1527857007	b167fc20d40f2903efaf9186ecf9675d	DashedSentence	5	0	practice2	NULL	1	I	310	False	I discovered that citizens signed petitions against fracking.
A3U21PUMQ6NGT2	1527857007	b167fc20d40f2903efaf9186ecf9675d	DashedSentence	5	0	practice2	NULL	2	discovered	283	False	I discovered that citizens signed petitions against fracking.
A3U21PUMQ6NGT2	1527857007	b167fc20d40f2903efaf9186ecf9675d	DashedSentence	5	0	practice2	NULL	3	that	260	False	I discovered that citizens signed petitions against fracking.
A3U21PUMQ6NGT2	1527857007	b167fc20d40f2903efaf9186ecf9675d	DashedSentence	5	0	practice2	NULL	4	citizens	265	False	I discovered that citizens signed petitions against fracking.
